"1";"1";"open the dishwasher door ."
"1";"2";"place dirty dishes into the racks ."
"1";"3";"fill the trap with detergent ."
"1";"4";"close the door ."
"1";"5";"turn on the dishwasher ."
"2";"1";"open the dishwasher ."
"2";"2";"scrape each plate or dish into the trash ."
"2";"3";"place each dish in the dishwasher ."
"2";"4";"pour soap into the dishwasher ."
"2";"5";"close the dishwasher ."
"2";"6";"turn the dishwasher on ."
"3";"1";"collect dishes ."
"3";"2";"open dishwasher ."
"3";"3";"pull out dishwasher rack ."
"3";"4";"place dishes onto rack ."
"3";"5";"push in dishwasher rack ."
"3";"6";"close dishwasher ."
"4";"1";"open dishwasher ."
"4";"2";"place dishes inside dishwasher ."
"4";"3";"close dishwasher ."
"5";"1";"open dishwasher ."
"5";"2";"place dishes inside dishwasher ."
"5";"3";"close dishwasher ."
"6";"1";"open dishwasher ."
"6";"2";"put all dishes inside ."
"6";"3";"put detergent in ."
"6";"4";"close dishwasher ."
"6";"5";"turn dishwasher on ."
"7";"1";"have dirty dishes ."
"7";"2";"rinse dishes ."
"7";"3";"open dishwasher ."
"7";"4";"insert dishes between dividing units ."
"7";"5";"add soap to correct compartment ."
"7";"6";"close dishwasher ."
"7";"7";"turn on dishwasher ."
"8";"1";"open dishwasher ."
"8";"2";"pull out tray ."
"8";"3";"place dishes in tray ."
"8";"4";"push in tray ."
"8";"5";"close dishwasher ."
"9";"1";"open dishwasher ."
"9";"2";"place dishes inside dishwasher ."
"9";"3";"put soap in dishwasher ."
"9";"4";"start dishwasher ."
"10";"1";"open dishwasher ."
"10";"2";"get dirty dishes ."
"10";"3";"put dirty dishes in dishwasher ."
"11";"1";"locate dirty dishes ."
"11";"2";"locate dishwasher ."
"11";"3";"open dishwasher ."
"11";"4";"put in dishes ."
"11";"5";"close dishwasher ."
"12";"1";"rinse dishes ."
"12";"2";"put dishes in dishwasher ."
"12";"3";"put detergent in dishwasher ."
"12";"4";"close dishwasher ."
"12";"5";"start dishwasher ."
"13";"1";"put all the dishes inside ."
"13";"2";"close the dishwasher and press  the start button ."
"14";"1";"open the dishwasher ."
"14";"2";"place the dirty dishes in the correct racks of the dishwasher ."
"14";"3";"put liquid soap in the correct compartment in the dishwasher ."
"14";"4";"close the dishwasher ."
"15";"1";"place dirty dishes into the dishwasher ."
"15";"2";"fill the dishwasher soap compartment with liquid soap ."
"15";"3";"close the soap compartment and close the dishwasher ."
"16";"1";"open dishwasher ."
"16";"2";"place dishes in dishwasher ."
"16";"3";"place detergent in dispenser ."
"17";"1";"remove food from dishes ."
"17";"2";"rinse dishes ."
"17";"3";"open dishwasher door ."
"17";"4";"place plates in bottom of dishwasher ."
"17";"5";"place cups in top of dishwasher ."
"17";"6";"pour detergent into receptacle in dishwasher door ."
"17";"7";"close dishwasher door ."
"18";"1";"probably unload dishes already there and clean ."
"18";"2";"gather dirty dishes ."
"18";"3";"place in proper racks ."
"18";"4";"rinse any needing rinsed before placement ."
"18";"5";"add cleaner ."
"18";"6";"set controls ."
"18";"7";"turn on dishwaster ."
"19";"1";"open dishwasher ."
"19";"2";"place dishes in ."
"20";"1";"open dishwasher ."
"20";"2";"place dishes in dishwasher ."
"21";"1";"open dishwasher ."
"21";"2";"pull out rack ."
"21";"3";"pick up dish ."
"21";"4";"place dish in dishwasher ."
"21";"5";"repeat until loaded ."
"22";"1";"rinse dishes ."
"22";"2";"load dishes in dishwasher ."
"22";"3";"add detergent ."
"22";"4";"close dishwasher ."
"22";"5";"start dishwasher ."
"23";"1";"open dishwasher ."
"23";"2";"place dishes into dishwasher ."
"24";"1";"open dishwasher ."
"24";"2";"place dishes into dishwasher ."
"25";"1";"open dishwasher ."
"25";"2";"place dishes into dishwasher ."
"26";"1";"select the dish washer ."
"26";"2";"select the alternate ."
"26";"3";"load the dishwasher ."
"27";"1";"select the dish washer ."
"27";"2";"load it ."
"28";"1";"select the dish washer ."
"28";"2";"load it ."
"29";"1";"get dirty dishes utensils containers ."
"29";"2";"place gently in dishwasher ."
"30";"1";"open the dishwasher door ."
"30";"2";"pick up each dish and place in rack ."
"30";"3";"close dishwasher door ."
"31";"1";"open door ."
"31";"2";"place dishes in dishwasher ."
"31";"3";"add soap ."
"31";"4";"start dishwasher ."
"32";"1";"put dishes in ."
"32";"2";"turn on ."
"33";"1";"open the dishwasher ."
"33";"2";"insert dishes ."
"33";"3";"insert dishwashing fluid ."
"33";"4";"close dishwasher ."
"34";"1";"take out old dishes ."
"34";"2";"put large pots in ."
"34";"3";"put large plates in ."
"34";"4";"put large bowls in ."
"34";"5";"put smaller objects in ."
"34";"6";"put utilizes in ."
"34";"7";"put detergent in ."
"35";"1";"l oad ."
"36";"1";"put dishes and utensils on to racks ."
"36";"2";"turn on dishwasher ."
"36";"3";"wait until washer is finished ."
"36";"4";"take out dishes and dry with towel ."
"36";"5";"place dishes back into cupboards ."
"37";"1";"put cutlery in cutlery basket ."
"37";"2";"put dishes in each slot in lower section until full ."
"37";"3";"load glasses in each slot in upper section until full ."
"37";"4";"put detergent in dispenser ."
"37";"5";"close door ."
"37";"6";"select cycle ."
"37";"7";"press start ."
"38";"1";"put cutlery in cutlery basket ."
"38";"2";"put dishes in each slot in lower section until full ."
"38";"3";"load glasses in each slot in upper section until full ."
"38";"4";"put detergent in dispenser ."
"38";"5";"close door ."
"38";"6";"select cycle ."
"38";"7";"press start ."
"39";"1";"put cutlery in cutlery basket ."
"39";"2";"put dishes in each slot in lower section until full ."
"39";"3";"load glasses in each slot in upper section until full ."
"39";"4";"put detergent in dispenser ."
"39";"5";"close door ."
"39";"6";"select cycle ."
"39";"7";"press start ."
"40";"1";"put cutlery in cutlery basket ."
"40";"2";"put dishes in each slot in lower section until full ."
"40";"3";"load glasses in each slot in upper section until full ."
"40";"4";"put detergent in dispenser ."
"40";"5";"close door ."
"40";"6";"select cycle ."
"40";"7";"press start ."
"41";"1";"rinse off dishes ."
"41";"2";"open dishwasher ."
