"1";"1";"turn on the computer ."
"1";"2";"run the browser ."
"1";"3";"enter the url of the web page ."
"2";"1";"enter the url into the browser ."
"2";"2";"hit the enter key ."
"3";"1";"select website from bookmarks ."
"3";"2";"click on website bookmark ."
"4";"1";"enter desired url into the address bar of the web browser ."
"4";"2";"press enter ."
"5";"1";"turn on the computer ."
"5";"2";"open internet explorer ."
"5";"3";"type the website address in the address bar ."
"5";"4";"press enter ."
"6";"1";"start web browser ."
"6";"2";"enter in web address ."
"6";"3";"click load button ."
"7";"1";"open the browser ."
"7";"2";"type in the address ."
"7";"3";"open the page ."
"8";"1";"open the browser ."
"8";"2";"type in the address ."
"8";"3";"open the page ."
"9";"1";"turn on the computer ."
"9";"2";"click on internet explorer ."
"9";"3";"my google homepage will automatically open ."
"10";"1";"clink on web link ."
"11";"1";"open the internet browser ."
"11";"2";"type the web address on the address field ."
"11";"3";"press enter ."
"12";"1";"open the internet browser ."
"12";"2";"type the address of the web page on the address field ."
"12";"3";"click enter button ."
"13";"1";"open the internet browser ."
"13";"2";"type the web address on the address field ."
"13";"3";"press enter key ."
"14";"1";"click on the browser icon ."
"14";"2";"click bookmarks on the menu ."
"14";"3";"select a bookmark from the drop down list ."
"14";"4";"wait for the web page to connect and open ."
"15";"1";"open explorer ."
"15";"2";"type in url ."
"15";"3";"click go ."
"16";"1";"find the computer to use ."
"16";"2";"open a web browser ."
"16";"3";"enter the web address into the web browser ."
"17";"1";"find the computer to use ."
"17";"2";"open a web browser ."
"17";"3";"enter the web address into the web browser ."
"18";"1";"open the web browser ."
"18";"2";"click in the address bar ."
"18";"3";"type the address ."
"18";"4";"press enter ."
"19";"1";"use a computer to open a web page ."
"20";"1";"switch on the computer ."
"20";"2";"open the internet browser ."
"20";"3";"open the web page ."
"21";"1";"open a browser ."
"21";"2";"load a web page ."
"22";"1";"ensure that internet connection is available ."
"22";"2";"identify the browser s icon ."
"22";"3";"open program by double clicking on icon ."
"22";"4";"enter website s address into the url bar ."
"22";"5";"allow site to load ."
"23";"1";"clik on broswer ."
"24";"1";"click on broswer ."
"25";"1";"turn on computer ."
"25";"2";"start browser ."
"25";"3";"enter web page address or ."
"25";"4";"select web page bookmark ."
"26";"1";"turn on computer ."
"26";"2";"select web browser ."
"26";"3";"click on desired link ."
"27";"1";"turn on computer ."
"27";"2";"select web browser ."
"27";"3";"click on desired link ."
"28";"1";"turn on computer ."
"28";"2";"select web browser ."
"28";"3";"click on desired link ."
"29";"1";"make sure internet is connected ."
"29";"2";"locate browser s icon ."
"29";"3";"double right click on icon ."
"30";"1";"make sure internet is connected ."
"30";"2";"locate browser s icon ."
"30";"3";"double right click on icon ."
"31";"1";"click internet explorer ."
"32";"1";"click internet explorer ."
"33";"1";"click internet explorer ."
"34";"1";"click internet explorer ."
"35";"1";"click internet explorer ."
"36";"1";"click internet explorer ."
"37";"1";"open web browser ."
"37";"2";"type in web address ."
"38";"1";"click on internet explorer ."
