"1";"1";"find light switch ."
"1";"2";"go to light switch ."
"1";"3";"turn switch to on position ."
"2";"1";"find light switch ."
"2";"2";"go to light switch ."
"2";"3";"turn switch to off position ."
"3";"1";"locate light switch ."
"3";"2";"go to light switch ."
"3";"3";"turn switch to off position ."
"4";"1";"find light switch ."
"4";"2";"toggle switch to off position ."
"5";"1";"go to the lightswitch ."
"5";"2";"push the lightswitch down ."
"6";"1";"flip the light switch ."
"7";"1";"go to the lightswitch ."
"7";"2";"push it down ."
"8";"1";"walk to the light switch ."
"8";"2";"flip it ."
"9";"1";"find correct switch(es) ."
"9";"2";"flip switch(es) ."
"10";"1";"inspect the room ."
"10";"2";"locate a light switch ."
"10";"3";"move the light switch to the off position ."
"11";"1";"go to the light switch ."
"11";"2";"flip the switch to the off position ."
"12";"1";"find light switch ."
"12";"2";"flip the light switch ."
"13";"1";"find each light switch ."
"13";"2";"flip them all to off ."
"14";"1";"find the switch that controls the lights ."
"14";"2";"push the switch down ."
"15";"1";"check if light is on ."
"15";"2";"modify light switch position ."
"15";"3";"check if light is off ."
"16";"1";"find light switch ."
"16";"2";"turn light switch to off position ."
"17";"1";"find light switch ."
"17";"2";"flip light switch ."
"18";"1";"go to light switch ."
"18";"2";"turn light switch to off ."
"19";"1";"locate the lightswitch in a room ."
"19";"2";"move to the lightswitch ."
"19";"3";"flip the lightswitch to the off position ."
"20";"1";"find a light switch ."
"20";"2";"turn the switch to the off position ."
"20";"3";"repeat until all light switches have been turned to the off position ."
"21";"1";"locate light switch ."
"21";"2";"walk to light switch ."
"21";"3";"move light switch to off posittion ."
"22";"1";"find light switch ."
"22";"2";"deactivate light switch ."
"23";"1";"find light switch ."
"23";"2";"change switch position ."
"24";"1";"ask people if they need lights ."
"24";"2";"go to switch ."
"24";"3";"reach switch ."
"24";"4";"toggle switch ."
"24";"5";"leave room ."
"25";"1";"flick light switch ."
"26";"1";"locate light switch ."
"26";"2";"move light switch to 'off' position ."
"27";"1";"recognize lights are unneeded ."
"27";"2";"decide on action ."
"27";"3";"get up from chair ."
"27";"4";"cross to light switch ."
"27";"5";"raise hand to switch ."
"27";"6";"turn it to off ."
"27";"7";"take satisfaction in a job well done ."
"28";"1";"decide light is not needed ."
"28";"2";"propel self off sofa ."
"28";"3";"walk to light switch ."
"28";"4";"raise arm ."
"28";"5";"touch switch ."
"28";"6";"change switch setting to off ."
"28";"7";"check that light is off ."
"29";"1";"go to the light switch ."
"29";"2";"place hand on the switch ."
"29";"3";"push the switch downwards ."
"30";"1";"find lightswitch ."
"30";"2";"flick off lightswitch ."
"31";"1";"find lightswitch ."
"31";"2";"flick off lightswitch ."
"32";"1";"find the lightswitch ."
"32";"2";"turn off the lightswitch ."
"33";"1";"find the lightswitch ."
"33";"2";"turn off the lightswitch ."
"34";"1";"locate lightswitch ."
"34";"2";"flip switch ."
"35";"1";"locate lightswitch ."
"35";"2";"flip switch ."
"36";"1";"locate lightswitch ."
"36";"2";"flip switch ."
"37";"1";"locate lightswitch ."
"37";"2";"flip switch ."
"38";"1";"locate lightswitch ."
"38";"2";"flip switch ."
"39";"1";"locate lightswitch ."
