file_id	score
playing tennis.new.xml.71	0.31932106592
playing tennis.new.xml.15	0.305708886594
playing tennis.new.xml.83	0.304030687608
playing tennis.new.xml.81	0.298572816461
playing tennis.new.xml.95	0.276466256394
playing tennis.new.xml.69	0.27398637771
playing tennis.new.xml.44	0.272519188978
playing tennis.new.xml.78	0.272453863943
playing tennis.new.xml.50	0.265832235625
playing tennis.new.xml.7	0.263317188678
playing tennis.new.xml.62	0.260835761213
playing tennis.new.xml.82	0.259023447879
playing tennis.new.xml.19	0.252469442311
playing tennis.new.xml.49	0.245612526356
playing tennis.new.xml.86	0.24167102594
playing tennis.new.xml.16	0.239410190506
playing tennis.new.xml.52	0.237412887224
playing tennis.new.xml.4	0.234304983549
playing tennis.new.xml.100	0.233978146476
playing tennis.new.xml.99	0.233734862649
playing tennis.new.xml.79	0.231948525888
playing tennis.new.xml.23	0.229188966407
playing tennis.new.xml.43	0.229103192778
playing tennis.new.xml.35	0.227604279089
playing tennis.new.xml.53	0.227376515448
playing tennis.new.xml.93	0.227202835797
playing tennis.new.xml.54	0.225421888033
playing tennis.new.xml.56	0.225187482913
playing tennis.new.xml.30	0.220993500361
playing tennis.new.xml.38	0.219769176354
playing tennis.new.xml.76	0.218343314658
playing tennis.new.xml.25	0.217076703351
playing tennis.new.xml.91	0.216322162045
playing tennis.new.xml.85	0.214512967916
playing tennis.new.xml.68	0.214304025415
playing tennis.new.xml.70	0.214263199214
playing tennis.new.xml.72	0.212892770651
playing tennis.new.xml.57	0.211346073669
playing tennis.new.xml.73	0.210622028883
playing tennis.new.xml.64	0.206583900307
playing tennis.new.xml.28	0.20594620885
playing tennis.new.xml.33	0.204789388941
playing tennis.new.xml.40	0.204670791476
playing tennis.new.xml.98	0.203840180625
playing tennis.new.xml.47	0.203444667403
playing tennis.new.xml.55	0.200361019628
playing tennis.new.xml.6	0.199921834518
playing tennis.new.xml.61	0.19720464227
playing tennis.new.xml.67	0.195299661507
playing tennis.new.xml.14	0.192623413509
playing tennis.new.xml.26	0.191343400513
playing tennis.new.xml.48	0.190490701819
playing tennis.new.xml.63	0.18955324248
playing tennis.new.xml.45	0.185637216583
playing tennis.new.xml.10	0.183513454807
playing tennis.new.xml.18	0.18298623168
playing tennis.new.xml.1	0.18139258395
playing tennis.new.xml.41	0.179323139375
entertain_children.xml.16	0.177787590472
playing tennis.new.xml.20	0.175519901359
playing tennis.new.xml.84	0.17445699936
playing tennis.new.xml.31	0.172823306478
playing tennis.new.xml.21	0.170622117727
playing tennis.new.xml.65	0.17013222153
find_out_more_information.xml.3	0.170010572813
follow_someone_around.xml.6	0.169441539636
playing tennis.new.xml.13	0.169344028935
playing tennis.new.xml.2	0.16897261962
playing tennis.new.xml.29	0.166984115013
playing tennis.new.xml.80	0.164446377697
playing tennis.new.xml.46	0.161277967001
playing tennis.new.xml.12	0.159670120716
playing tennis.new.xml.87	0.156723862534
playing tennis.new.xml.89	0.154789644576
going bowling.new.xml.18	0.154629229908
playing tennis.new.xml.42	0.148791049143
gather_all_scattered_toys.xml.2	0.148752683505
clean_up_toys.xml.9	0.148489526791
move_furniture.xml.14	0.146703416777
playing tennis.new.xml.96	0.145480821415
playing tennis.new.xml.9	0.145294545743
playing tennis.new.xml.24	0.145025350318
playing tennis.new.xml.94	0.144559059711
playing tennis.new.xml.22	0.144231770122
playing tennis.new.xml.97	0.143353537764
playing tennis.new.xml.37	0.140733166421
playing tennis.new.xml.60	0.139127259028
playing tennis.new.xml.66	0.139025006104
playing tennis.new.xml.8	0.138904339198
